PWM ID,Cognate TF,ID,NR_sites,References,Superclass,Class,Family,Subfamily
TA0556_HOXA13_full_monomer,Hoxa13,HOXA13_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0557_HOXA1_DBD_monomer,Hoxa1,HOXA1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX1
TA0558_HOXA2_DBD_monomer,Hoxa2,HOXA2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
TA0559_HOXB13_DBD_monomer,Hoxb13,HOXB13_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0560_HOXB13_DBD_monomer,Hoxb13,HOXB13_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0561_HOXB2_DBD_monomer,Hoxb2,HOXB2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
TA0562_HOXB3_DBD_monomer,Hoxb3,HOXB3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
TA0563_HOXB5_DBD_monomer,Hoxb5,HOXB5_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX5
TA0564_HOXC10_DBD_monomer,Hoxc10,HOXC10_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0565_HOXC10_DBD_monomer,Hoxc10,HOXC10_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0566_HOXC10_DBD_monomer,Hoxc10,HOXC10_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0567_HOXC11_DBD_monomer,Hoxc11,HOXC11_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0568_HOXC11_DBD_monomer,Hoxc11,HOXC11_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0569_HOXC11_full_monomer,Hoxc11,HOXC11_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0570_HOXC11_full_monomer,Hoxc11,HOXC11_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0571_HOXC12_DBD_monomer,Hoxc12,HOXC12_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0572_HOXC12_DBD_monomer,Hoxc12,HOXC12_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0573_HOXC13_DBD_monomer,Hoxc13,HOXC13_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0574_HOXC13_DBD_monomer,Hoxc13,HOXC13_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0575_HOXD11_DBD_monomer,Hoxd11,HOXD11_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0576_HOXD11_DBD_monomer,Hoxd11,HOXD11_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0577_HOXD12_DBD_monomer,Hoxd12,HOXD12_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0578_HOXD12_DBD_monomer,Hoxd12,HOXD12_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0579_HOXD13_DBD_monomer,Hoxd13,HOXD13_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0580_HOXD13_DBD_monomer,Hoxd13,HOXD13_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0581_HOXD8_DBD_monomer,Hoxd8,HOXD8_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX8
TA0582_Hoxa11_DBD_monomer,Hoxa11,HOXA11_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0583_Hoxa11_DBD_monomer,Hoxa11,HOXA11_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0584_Hoxa2_DBD_monomer,Hoxa2,HOXA2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
TA0585_Hoxc10_DBD_monomer,Hoxc10,HOXC10_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0586_Hoxc10_DBD_monomer,Hoxc10,HOXC10_006,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0587_Hoxd13_DBD_monomer,Hoxd13,HOXD13_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0588_Hoxd13_DBD_monomer,Hoxd13,HOXD13_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0589_Hoxd3_DBD_monomer,Hoxd3,HOXD3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
TA0590_Hoxd9_DBD_monomer,Hoxd9,HOXD9_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0591_Hoxd9_DBD_monomer,Hoxd9,HOXD9_002,1001,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0592_Hoxd9_DBD_monomer,Hoxd9,HOXD9_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0593_IRX2_DBD_dimer,Irx2,IRX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,IRX (Iroquois)
TA0594_IRX5_DBD_dimer,Irx5,IRX5_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,IRX (Iroquois)
TA0595_ISL2_DBD_monomer,Isl2,ISL2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,ISL
TA0596_ISX_DBD_dimer,Isx,ISX_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ISX
TA0597_ISX_DBD_monomer,Isx,ISX_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ISX
TA0598_ISX_full_monomer,Isx,ISX_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ISX
TA0599_Irx3_DBD_dimer,Irx3,IRX3_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,IRX (Iroquois)
TA0600_LBX2_DBD_dimer,Lbx2,LBX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,LBX
TA0601_LBX2_DBD_monomer,Lbx2,LBX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,LBX
TA0602_LHX2_DBD_monomer,Lhx2,LHX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0603_LHX2_DBD_dimer,Lhx2,LHX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0604_LHX6_full_monomer,Lhx6,LHX6_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0605_LHX6_full_dimer,Lhx6,LHX6_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0606_LHX6_full_dimer,Lhx6,LHX6_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0607_LHX9_DBD_monomer,Lhx9,LHX9_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0608_LHX9_DBD_dimer,Lhx9,LHX9_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0609_LMX1A_DBD_monomer,Lmx1a,LMX1A_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lmx
TA0610_LMX1B_DBD_monomer,Lmx1b,LMX1B_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lmx
TA0611_LMX1B_full_monomer,Lmx1b,LMX1B_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lmx
TA0612_Lhx4_DBD_monomer,Lhx4,LHX4_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-3-like factors
TA0613_Lhx8_DBD_dimer,Lhx8,LHX8_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0614_Lhx8_DBD_monomer,Lhx8,LHX8_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0615_Lhx8_DBD_dimer,Lhx8,LHX8_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0616_MEOX1_full_monomer,Meox1,MEOX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0617_MEOX2_DBD_monomer,Meox2,MEOX2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0618_MEOX2_DBD_dimer,Meox2,MEOX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0619_MEOX2_DBD_dimer,Meox2,MEOX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0620_MIXL1_full_monomer,Mixl1,MIXL1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,MIX
TA0621_MNX1_DBD_monomer,Mnx1,MNX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MNX
TA0622_MSX1_DBD_dimer,Msx1,MSX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0623_MSX1_DBD_monomer,Msx1,MSX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0624_MSX1_full_monomer,Msx1,MSX1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0625_MSX2_DBD_dimer,Msx2,MSX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0626_MSX2_DBD_monomer,Msx2,MSX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0627_Meox2_DBD_monomer,Meox2,MEOX2_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0628_Msx3_DBD_dimer,Msx3,MSX3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0629_Msx3_DBD_monomer,Msx3,MSX3_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0630_NKX2-3_DBD_monomer,Nkx2-3,NKX2-3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-4
TA0631_NKX2-3_full_monomer,Nkx2-3,NKX2-3_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-4
TA0632_NKX2-8_DBD_monomer,Nkx2-8,NKX2-8_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-2.2
TA0633_NKX2-8_full_monomer,Nkx2-8,NKX2-8_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-2.2
TA0634_NKX3-1_full_monomer,Nkx3-1,NKX3-1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-3
TA0635_NKX3-2_DBD_monomer,Nkx3-2,NKX3-2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-3
TA0636_NKX6-1_DBD_monomer,Nkx6-1,NKX6-1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0637_NKX6-1_full_monomer,Nkx6-1,NKX6-1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0638_NKX6-2_DBD_monomer,Nkx6-2,NKX6-2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0639_NKX6-2_full_monomer,Nkx6-2,NKX6-2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0640_NOTO_DBD_monomer,Noto,NOTO_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NOTO
TA0641_Nkx3-1_DBD_monomer,Nkx3-1,NKX3-1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-3
TA0642_Nkx6-1_DBD_monomer,Nkx6-1,NKX6-1_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0643_OTX1_DBD_dimer,Otx1,OTX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
TA0644_OTX1_DBD_monomer,Otx1,OTX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
TA0645_OTX2_DBD_dimer,Otx2,OTX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
TA0646_OTX2_DBD_monomer,Otx2,OTX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
TA0647_Otx1_DBD_dimer,Otx1,OTX1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
TA0648_Otx1_DBD_monomer,Otx1,OTX1_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,OTX
TA0649_PDX1_DBD_dimer,Pdx1,PDX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,PDX
TA0650_PDX1_DBD_monomer,Pdx1,PDX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,PDX
TA0651_PHOX2A_DBD_dimer,Phox2a,PHOX2A_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PHOX
TA0652_PHOX2B_DBD_dimer,Phox2b,PHOX2B_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PHOX
TA0653_PHOX2B_full_dimer,Phox2b,PHOX2B_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PHOX
TA0654_PITX1_DBD_monomer,Pitx1,PITX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PITX
TA0655_PITX1_full_monomer,Pitx1,PITX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PITX
TA0656_PITX3_DBD_monomer,Pitx3,PITX3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PITX
TA0657_PROP1_DBD_dimer,Prop1,PROP1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PROP
TA0658_PROP1_full_dimer,Prop1,PROP1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PROP
TA0659_PRRX1_DBD_monomer,Prrx1,PRRX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PRRX
TA0660_PRRX1_full_monomer,Prrx1,PRRX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PRRX
TA0661_PRRX1_full_dimer,Prrx1,PRRX1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PRRX
TA0662_PRRX2_full_monomer,Prrx2,PRRX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PRRX
TA0663_Prrx2_DBD_monomer,Prrx2,PRRX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PRRX
TA0664_RAXL1_DBD_monomer,-,RAX2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RAX
TA0665_RAX_DBD_monomer,Rax,RAX_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RAX
TA0666_RHOXF1_DBD_dimer,-,RHOXF1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RHOX
TA0667_RHOXF1_DBD_monomer,-,RHOXF1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RHOX
TA0668_RHOXF1_full_dimer,-,RHOXF1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RHOX
TA0669_RHOXF1_full_monomer,-,RHOXF1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Homeo domain factors,Homeo domain factors
TA0670_Rhox11_DBD_monomer,Rhox11,RHOX11_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RHOX
TA0671_SHOX2_DBD_monomer,Shox2,SHOX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,SHOX
TA0672_SHOX_DBD_monomer,-,SHOX_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,SHOX
TA0673_Shox2_DBD_monomer,Shox2,SHOX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,SHOX
TA0674_UNCX_DBD_dimer,Uncx,UNCX_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,UNCX
TA0675_UNCX_DBD_monomer,Uncx,UNCX_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,UNCX
TA0676_Uncx_DBD_dimer,Uncx,UNCX_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,UNCX
TA0677_Uncx_DBD_monomer,Uncx,UNCX_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,UNCX
TA0678_VAX1_DBD_monomer,Vax1,VAX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,VAX
TA0679_VAX2_DBD_monomer,Vax2,VAX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,VAX
TA0680_VENTX_DBD_monomer,-,VENTX_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,VENTX
TA0681_VENTX_DBD_dimer,-,VENTX_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,VENTX
TA0682_VSX1_DBD_monomer,Vsx1,VSX1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,VSX
TA0683_VSX1_full_monomer,Vsx1,VSX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,VSX
TA0684_VSX2_DBD_monomer,Vsx2,VSX2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,VSX
TA0685_Vsx1_DBD_monomer,Vsx1,VSX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,VSX
TA0686_AR_DBD_dimer,Ar,AR_001,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
TA0687_AR_full_dimer,Ar,AR_002,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
TA0688_Ar_DBD_dimer,Ar,AR_003,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
TA0689_ESR1_DBD_dimer,Esr1,ESR1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0690_ESRRA_DBD_monomer,Esrra,ESRRA_002,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0691_ESRRA_DBD_dimer,Esrra,ESRRA_003,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0692_ESRRA_DBD_dimer,Esrra,ESRRA_004,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0693_ESRRB_DBD_monomer,Esrrb,ESRRB_001,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0694_ESRRG_full_dimer,Esrrg,ESRRG_001,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0695_ESRRG_full_dimer,Esrrg,ESRRG_002,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0696_ESRRG_full_monomer,Esrrg,ESRRG_003,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0697_Esrra_DBD_dimer,Esrra,ESRRA_005,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0698_Esrra_DBD_monomer,Esrra,ESRRA_006,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),ER-like receptors (NR3AandB)
TA0699_HNF4A_DBD_dimer,Hnf4a,HNF4A_002,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),HNF-4 (NR2A)
TA0700_HNF4A_DBD_dimer,Hnf4a,HNF4A_003,1000,"Jolma A and Taipale J et al., Cell 2013",Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),HNF-4 (NR2A)
